Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,8824447.74,9365165.914,9742949.471,9630762.954,10886825.56,11025945.14,12334846.23,12700905.45,12757632.87,13687141.11,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33,48855550.2
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,4304398866,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884391,7939487474,9239221859,9977647645,11902564401,14440404021,25127805566,26673441667,27871725206,27305915761,28915786997,32612397758,32387183845,29203988815,30744473912,32927025573,35353060634,37600368181
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,81393535306,..,71900000000,65607522124,52543387167,48214751924,44558075977,50150400172,41883241478,31580960682,32375280321,39309580983,43956369917,52010238716,67220154164,89239370109,111884752475,148733861386,188111140644,121552777493,141209864408,169333048848,182592416469,190498811460,133503411376,91030959455,93355993629,112090530369,130891049797,153882982016,155498989150
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,50701443748,51552165622,54239171888,55625170253,59305093980,65743666576,73571233996,78839008445,75674336283,84445473111,104337372362,103311640572,109816201498,124346358067,147824370320,180617467965,222116541865,257916133424,315474615739,253547358747,289787338325,350666031314,374590605854,390107556161,403137100068,358135057862,357045064670,385605506848,422215043594,417215559513,358868765175
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1093169389205,1142797178131,1179659529660,1061388722256,1140489745944,1346422597444,1421514820593,1559569417158,1653391851606,1685762821550,1662127402028,1643908161796,1784076738609,2057093877551,2421814353717,2544829090909,2717059797608,3106182472989,2938882352941,2425798410967,2491110093454,2674891473844,2719158341006,2803291406030,3087165602963,2956573778738,2722851958486,2699016715111,2900791442554,2878673912414,2764197653965
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,5963144000000,6158129000000,6520327000000,6858559000000,7287236000000,7639749000000,8073122000000,8577554457000,9062818202000,9630664202000,10252345464000,10581821399000,10936419054000,11458243878000,12213729147000,13036640230000,13814611414000,14451858656000,14712844084000,14448933025000,14992052727000,15542581104000,16197007349000,16784849196000,17527163695000,18238300569000,18745075687000,19542979183000,20611860934000,21433224697000,20893746000000
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,9298839655,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928189,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,57236652490,64233966861,64515038268,61231149881,53628827440
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,13360607918,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180036692,80845384375,86196265192,86138288615,62081323299,52633143808,59907674027,59929951114
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,168879207.2,201334169.1,209088824.6,200491853.2,233701301.5,249333250.1,261370044.5,272771209.1,262293410.7,268006972.7,272014693.1,257926881.7,262596597.8,314471328.1,364996869.1,394962552.3,439376794.1,516392922.5,590748237,592622502.4,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880043553.7,914727908.1,934521604.6,881547928.6
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,48598315565,53476971831,60401798246,60065011013,58418666667,77407726244,70543211119,85843534589,91331203433,97976886247,117140723529,122903960205,92893587734,83620628582,112453382330,145510008135,183477522124,230364012576,315953388511,329787628928,393192354511,316482190800,381286237848,371005379787,482359318768,..,..,..,..,..,..
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,106014659770,115931749697,135539438560,155820001920,171222025117,186204652922,193241108710,205276172135,223779865815,245213686369,261921244843,271158442449
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3900000000,4068000000,..
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,5647119229,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6838557384,6325141676,7641102523,9652436180,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43228585321,42445102387,31317365269,26840128755,21606140907,..,..
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,3285217391,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311590297,23308667781,18110631358
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,18115543791,19284289739,18051170799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
