Country Name,Country Code,ThirdWorld,Region,2008
Monaco,MCO,0.0,Western Europe,34860.0
Mongolia,MNG,0.0,East Asia,2631899.0
Montenegro,MNE,0.0,Eastern Europe,616969.0
Morocco,MAR,0.0,Africa,31536807.0
Mozambique,MOZ,1.0,Africa,22276596.0
Myanmar,MMR,1.0,Southeast Asia,49929642.0
Namibia,NAM,0.0,Africa,2043382.0
Nauru,NRU,0.0,Australia and Oceanea,9880.0
Nepal,NPL,1.0,South Asia,26666581.0
Netherlands,NLD,0.0,Western Europe,16445593.0
New Caledonia,NCL,0.0,Australia and Oceanea,242750.0
New Zealand,NZL,0.0,Australia and Oceanea,4259800.0
Nicaragua,NIC,0.0,North America,5667436.0
Niger,NER,1.0,Africa,15250913.0
Nigeria,NGA,0.0,Africa,150269622.0
North Macedonia,MKD,0.0,Eastern Europe,2067309.0
Northern Mariana Islands,MNP,0.0,Australia and Oceanea,54621.0
Norway,NOR,0.0,Northern Europe,4768212.0
Oman,OMN,0.0,Middle East,2750956.0
Pakistan,PAK,0.0,South Asia,171648984.0
Palau,PLW,0.0,Australia and Oceanea,18708.0
Panama,PAN,0.0,North America,3516204.0
Papua New Guinea,PNG,0.0,Australia and Oceanea,6976200.0
Paraguay,PRY,0.0,South America,6081296.0
Peru,PER,0.0,South America,28562321.0
Philippines,PHL,0.0,Southeast Asia,90901967.0
Poland,POL,0.0,Eastern Europe,38125759.0
Portugal,PRT,0.0,Western Europe,10558177.0
Puerto Rico,PRI,0.0,North America,3760866.0
Qatar,QAT,0.0,Middle East,1436670.0
Romania,ROU,0.0,Eastern Europe,20537875.0
Russian Federation,RUS,0.0,Eastern Europe,142742366.0
Rwanda,RWA,1.0,Africa,9524532.0
Samoa,WSM,0.0,Australia and Oceanea,183270.0
San Marino,SMR,0.0,Western Europe,30434.0
Sao Tome and Principe,STP,1.0,Africa,171122.0
Saudi Arabia,SAU,0.0,Middle East,25888535.0
Senegal,SEN,1.0,Africa,12004700.0
Serbia,SRB,0.0,Eastern Europe,7350222.0
Seychelles,SYC,0.0,Africa,86956.0
Sierra Leone,SLE,1.0,Africa,6133599.0
Singapore,SGP,0.0,Southeast Asia,4839396.0
Sint Maarten (Dutch part),SXM,0.0,North America,33964.0
Slovak Republic,SVK,0.0,Eastern Europe,5379233.0
Slovenia,SVN,0.0,Western Europe,2021316.0
Solomon Islands,SLB,1.0,Australia and Oceanea,503366.0
Somalia,SOM,1.0,Africa,11397188.0
South Africa,ZAF,0.0,Africa,49779472.0
South Sudan,SSD,1.0,Africa,8736932.0
Spain,ESP,0.0,Western Europe,45954106.0
Sri Lanka,LKA,0.0,South Asia,19983984.0
St. Kitts and Nevis,KNA,0.0,North America,48178.0
St. Lucia,LCA,0.0,North America,170011.0
St. Martin (French part),MAF,0.0,Western Europe,36880.0
St. Vincent and the Grenadines,VCT,0.0,North America,108401.0
Sudan,SDN,1.0,Africa,33060844.0
Suriname,SUR,0.0,South America,517122.0
Sweden,SWE,0.0,Northern Europe,9219637.0
Switzerland,CHE,0.0,Western Europe,7647675.0
Syrian Arab Republic,SYR,0.0,Middle East,20664037.0
Tajikistan,TJK,0.0,Western Asia,7209924.0
Tanzania,TZA,1.0,Africa,41853944.0
Thailand,THA,0.0,Thailand,66530980.0
Timor-Leste,TLS,1.0,Southeast Asia,1055428.0
Togo,TGO,1.0,Africa,6083417.0
Tonga,TON,0.0,Australia and Oceanea,103384.0
Trinidad and Tobago,TTO,0.0,North America,1314449.0
Tunisia,TUN,0.0,Africa,10414425.0
Turkey,TUR,0.0,Middle East,70418612.0
Turkmenistan,TKM,0.0,Western Asia,4935765.0
Turks and Caicos Islands,TCA,0.0,North America,31200.0
Tuvalu,TUV,1.0,Australia and Oceanea,10315.0
Uganda,UGA,1.0,Africa,30431734.0
Ukraine,UKR,0.0,Eastern Europe,46258189.0
United Arab Emirates,ARE,0.0,Middle East,7089486.0
United Kingdom,GBR,0.0,Northern Europe,61806995.0
United States,USA,0.0,North America,304093966.0
Uruguay,URY,0.0,South America,3340221.0
Uzbekistan,UZB,0.0,Western Asia,27302800.0
Vanuatu,VUT,1.0,Australia and Oceanea,224700.0
"Venezuela, RB",VEN,0.0,South America,27635827.0
Vietnam,VNM,0.0,Southeast Asia,86243424.0
Virgin Islands (U.S.),VIR,0.0,North America,108397.0
West Bank and Gaza,PSE,0.0,Middle East,3591977.0
"Yemen, Rep.",YEM,1.0,Middle East,21892149.0
Zambia,ZMB,1.0,Africa,12848531.0
Zimbabwe,ZWE,0.0,Africa,12379553.0
